uid,participant_id,trial_num_target_based,first_entry_index,time_of_first_entry,task_time,number_of_clicks,last_url,pages_visited,variant,Comments
OS_X-Chrome-5432512683353011,47477,TBD,800,18/4/2025 20:27,118.365,18,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-a-home-b&participant_id=47477,"login-b.html, homepage-b.html, personal-info.html, course-registration.html, view-classes.html",B,training
OS_X-Chrome-5432512683353011,47477,view_class_and_finance_info,818,18/4/2025 20:30,104.154,10,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-a&participant_id=47477,"login-a.html, homepage-b.html, manage-student-finance.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",C,2 in 1
OS_X-Chrome-5432512683353011,47477,view_personal_info,828,18/4/2025 20:32,25.778,20,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-a&participant_id=47477#,"login-b.html, personal-info.html, contact-details.html",D,skip class task
OS_X-Chrome-5432512683353011,47477,view_class_and_finance_info,848,18/4/2025 20:32,83.536,10,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-a-home-a&participant_id=47477,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html, academics.html, view-classes.html",D,2 in 1
OS_X-Chrome-5432512683353011,47477,view_finance_info,861,18/4/2025 20:34,16.413,6,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=47477,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,skip first 2 task
OS_X-Chrome-5432512683353011,47477,view_class_info,867,18/4/2025 20:35,15.661,4,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-b&participant_id=47477,"login-b.html, homepage-b.html, course-registration.html, view-classes.html",B,
OS_X-Chrome-5432512683353011,47477,view_personal_info,871,18/4/2025 20:35,28.726,7,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-b&participant_id=47477#,"login-b.html, homepage-b.html, personal-info.html, contact-details.html",B,
OS_X-Chrome-5432512683353011,47477,view_finance_info,878,18/4/2025 20:36,15.787,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=47477,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
OS_X-Chrome-5795460201116177,70610,TBD,466,15/4/2025 22:24,43.463,47,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-a-home-a&participant_id=70610#,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",A,training
OS_X-Chrome-5795460201116177,70610,view_personal_info,520,15/4/2025 22:27,37.936,13,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-b&participant_id=70610,"login-b.html, homepage-b.html, personal-info.html, addresses.html, contact-details.html",B,skip first class task
OS_X-Chrome-5795460201116177,70610,view_finance_info,533,15/4/2025 22:28,13.977,12,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=70610#,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
OS_X-Chrome-5795460201116177,70610,view_class_info,545,15/4/2025 22:30,34.91,21,https://cs4249-experiment-setup.vercel.app/login-a.html?variant=login-a-home-a&participant_id=70610,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",A,
OS_X-Chrome-5795460201116177,70610,view_finance_info,568,15/4/2025 22:31,26.852,17,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=70610,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,skip personal info task
OS_X-Chrome-5795460201116177,70610,view_personal_info,591,15/4/2025 22:34,23.293,19,https://cs4249-experiment-setup.vercel.app/addresses.html?variant=login-b-home-a&participant_id=70610#,"login-b.html, homepage-a.html, personal-info.html, contact-details.html, addresses.html",D,skip class task
OS_X-Chrome-5795460201116177,70610,view_finance_info,610,15/4/2025 22:35,105.623,17,https://cs4249-experiment-setup.vercel.app/login-a.html?variant=login-a-home-b&participant_id=70610,"login-b.html, homepage-a.html, personal-info.html, financials.html, manage-student-finance.html, login-a.html",D,
OS_X-Chrome-5795460201116177,70610,view_personal_info,631,15/4/2025 22:37,4.322,3,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-a-home-b&participant_id=70610,"login-a.html, homepage-b.html, personal-info.html",C,skip class task
OS_X-Chrome-5795460201116177,70610,view_finance_info,634,15/4/2025 22:37,10.802,10,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=70610,"login-a.html, homepage-b.html, personal-info.html, financials.html, manage-student-finance.html",C,
OS_X-Chrome-6755602259412075,46402,TBD,206,14/4/2025 14:50,78.129,8,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-a-home-b&participant_id=46402,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, academics.html",A,incomplete
OS_X-Chrome-9255620415972017,23773,view_class_and_personal_info,1702,20/4/2025 18:06,48.474,11,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-a&participant_id=23773,"login-b.html, homepage-a.html, academics.html, course-registration.html, personal-info.html",D,2 in 1
OS_X-Chrome-9255620415972017,23773,view_all_task,1713,20/4/2025 18:07,144.558,33,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=23773,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html, academics.html, course-registration.html, view-classes.html, personal-info.html, addresses.html",D,either repeat 3 in 1 for C or skipped C
OS_X-Chrome-9255620415972017,23773,view_all_task,1746,20/4/2025 18:10,67.329,16,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=23773,"login-b.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html, financials.html, manage-student-finance.html",B,3 in 1
OS_X-Chrome-9255620415972017,23773,view_all_task,1762,20/4/2025 18:12,42.442,11,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-a-home-a&participant_id=23773#,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html",A,3 in 1
OS_X-Chrome-9477798138328961,68221,view_class_and_personal_info,644,15/4/2025 23:38,71.076,48,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-b&participant_id=68221#,"login-b.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html",B,2 in 1
OS_X-Chrome-9477798138328961,68221,view_finance_info,692,15/4/2025 23:39,14.141,6,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=68221,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
OS_X-Chrome-9477798138328961,68221,view_all_task,698,15/4/2025 23:41,65.93,10,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=68221,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, financials.html, manage-student-finance.html",A,3 in 1
OS_X-Chrome-9477798138328961,68221,view_class_and_personal_info,708,15/4/2025 23:43,37.583,19,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-a&participant_id=68221#,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html",D,2 in 1
OS_X-Chrome-9477798138328961,68221,view_finance_info,727,15/4/2025 23:43,33.568,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=68221,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
OS_X-Chrome-9477798138328961,68221,view_all_task,732,15/4/2025 23:45,194.025,37,https://cs4249-experiment-setup.vercel.app/homepage-b.html?variant=login-a-home-b&participant_id=68221,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, addresses.html, financials-b.html, manage-student-finance.html",C,3 in 1
OS_X-Firefox-4934443760132474,94531,TBD,214,15/4/2025 20:24,176.298,53,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=94531,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, financials.html, manage-student-finance.html",A,training
OS_X-Firefox-4934443760132474,94531,TBD,267,15/4/2025 20:27,109.782,30,https://cs4249-experiment-setup.vercel.app/financials-b.html?variant=login-b-home-b&participant_id=94531#,"login-b.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, financials-b.html",B,training
OS_X-Firefox-4934443760132474,94531,TBD,297,15/4/2025 20:29,62.717,27,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=94531,"login-a.html, homepage-b.html, personal-info.html, financials.html, course-registration.html, view-classes.html, financials-b.html, manage-student-finance.html",C,training
OS_X-Firefox-4934443760132474,94531,TBD,324,15/4/2025 20:31,37.215,12,https://cs4249-experiment-setup.vercel.app/login-b.html?variant=login-b-home-a&participant_id=94531,"login-b.html, homepage-a.html, personal-info.html, academics.html, course-registration.html, view-classes.html, financials.html",D,training
OS_X-Firefox-4934443760132474,94531,view_class_info,338,15/4/2025 20:33,29.966,16,https://cs4249-experiment-setup.vercel.app/course-registration.html?variant=login-a-home-b&participant_id=94531#,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, academics.html",C,
OS_X-Firefox-4934443760132474,94531,view_personal_and_finance_info,354,15/4/2025 20:34,90.67,25,https://cs4249-experiment-setup.vercel.app/financials-b.html?variant=login-a-home-b&participant_id=94531,"login-a.html, homepage-b.html, personal-info.html, addresses.html, financials-b.html, course-registration.html",C,2 in 1
OS_X-Firefox-4934443760132474,94531,view_all_task,379,15/4/2025 20:37,109.768,23,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=94531,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html, financials.html, manage-student-finance.html",D,3 in 1
OS_X-Firefox-4934443760132474,94531,view_all_task,402,15/4/2025 20:40,122.483,19,https://cs4249-experiment-setup.vercel.app/homepage-a.html?variant=login-a-home-a&participant_id=94531,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html, personal-info.html, financials.html, manage-student-finance.html",A,3 in 1
OS_X-Firefox-4934443760132474,94531,view_all_task,421,15/4/2025 20:43,582.018,45,https://cs4249-experiment-setup.vercel.app/financials-b.html?variant=login-b-home-b&participant_id=94531,"login-b.html, homepage-b.html, course-registration.html, view-classes.html, personal-info.html, contact-details.html, financials-b.html, manage-student-finance.html",B,3 in 1
Windows-Chrome-09791106115627657,27484,view_class_info,1451,20/4/2025 2:13,84.16,6,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-b&participant_id=27484,"login-a.html, login-b.html, homepage-b.html, course-registration.html, view-classes.html",C,
Windows-Chrome-09791106115627657,27484,view_personal_info,1457,20/4/2025 2:15,47.049,10,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-b&participant_id=27484#,"login-b.html, homepage-b.html, personal-info.html, contact-details.html",B,
Windows-Chrome-09791106115627657,27484,view_finance_info,1467,20/4/2025 2:15,19.715,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=27484#,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-09791106115627657,27484,view_class_info,1472,20/4/2025 2:16,20.019,10,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-a-home-a&participant_id=27484,"login-a.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",A,
Windows-Chrome-09791106115627657,27484,view_personal_info,1482,20/4/2025 2:17,6.879,3,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-a-home-a&participant_id=27484,"login-a.html, homepage-a.html, personal-info.html",A,
Windows-Chrome-09791106115627657,27484,view_finance_info,1485,20/4/2025 2:17,8.589,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=27484,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,
Windows-Chrome-09791106115627657,27484,view_class_info,1490,20/4/2025 2:18,20.938,6,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-a&participant_id=27484,"login-b.html, homepage-a.html, academics.html, course-registration.html, view-classes.html",D,
Windows-Chrome-09791106115627657,27484,view_personal_info,1496,20/4/2025 2:18,15.323,5,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-a&participant_id=27484#,"login-b.html, homepage-a.html, personal-info.html, contact-details.html",D,
Windows-Chrome-09791106115627657,27484,view_finance_info,1501,20/4/2025 2:19,20.6,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=27484,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
Windows-Chrome-09791106115627657,27484,view_class_info,1506,20/4/2025 2:19,52.069,14,https://cs4249-experiment-setup.vercel.app/login-a.html?variant=login-a-home-b&participant_id=27484,"login-a.html, homepage-b.html, course-registration.html, view-classes.html, academics.html",C,
Windows-Chrome-09791106115627657,27484,view_personal_info,1520,20/4/2025 2:20,25.669,4,https://cs4249-experiment-setup.vercel.app/addresses.html?variant=login-a-home-b&participant_id=27484,"login-a.html, homepage-b.html, personal-info.html, addresses.html",C,
Windows-Chrome-09791106115627657,27484,view_finance_info,1524,20/4/2025 2:21,17.605,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=27484,"login-a.html, homepage-b.html, financials-b.html, manage-student-finance.html",C,
Windows-Chrome-12581498288349846,52320,view_personal_info,1600,20/4/2025 15:53,273.947,44,https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-a-home-b&participant_id=52320#,"login-a.html, homepage-b.html, personal-info.html, contact-details.html",C,exploring but didn’t go for class info view
Windows-Chrome-12581498288349846,52320,view_personal_info,1644,20/4/2025 15:58,35.859,7,https://cs4249-experiment-setup.vercel.app/addresses.html?variant=login-a-home-b&participant_id=52320,"login-a.html, homepage-b.html, personal-info.html, addresses.html",C,
Windows-Chrome-12581498288349846,52320,view_finance_info,1651,20/4/2025 16:00,39.702,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-b&participant_id=52320,"login-a.html, homepage-b.html, financials-b.html, manage-student-finance.html",C,
Windows-Chrome-12581498288349846,52320,view_personal_info,1666,20/4/2025 16:04,15.519,8,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-a&participant_id=52320,"login-b.html, homepage-a.html, personal-info.html",D,
Windows-Chrome-12581498288349846,52320,view_finance_info,1674,20/4/2025 16:05,16.337,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-a&participant_id=52320,"login-b.html, homepage-a.html, financials.html, manage-student-finance.html",D,
Windows-Chrome-12581498288349846,52320,view_finance_info,1685,20/4/2025 16:08,18.116,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=52320,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,likely reference answer from previous tab for class and personal info
Windows-Chrome-12581498288349846,52320,view_personal_info,1693,20/4/2025 16:10,43.963,5,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-b-home-b&participant_id=52320#,"login-b.html, homepage-b.html, personal-info.html",B,skip first class trial
Windows-Chrome-12581498288349846,52320,view_finance_info,1698,20/4/2025 16:11,23.083,4,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=52320,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-13571269382601925,74407,view_class_info,1040,19/4/2025 15:35,39.6,9,https://cs4249-experiment-setup.vercel.app/view-classes.html?variant=login-b-home-b&participant_id=74407,"login-b.html, homepage-b.html, course-registration.html, view-classes.html",B,
Windows-Chrome-13571269382601925,74407,view_personal_info,1049,19/4/2025 15:36,82.607,25,https://cs4249-experiment-setup.vercel.app/homepage-b.html?variant=login-b-home-b&participant_id=74407#,"login-b.html, homepage-b.html, personal-info.html, contact-details.html",B,
Windows-Chrome-13571269382601925,74407,view_finance_info,1074,19/4/2025 15:37,56.061,26,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-b-home-b&participant_id=74407#,"login-b.html, homepage-b.html, financials-b.html, manage-student-finance.html",B,
Windows-Chrome-13571269382601925,74407,view_class_info,1100,19/4/2025 15:39,30.32,10,https://cs4249-experiment-setup.vercel.app/academics.html?variant=login-a-home-a&participant_id=74407,"login-a.html, homepage-a.html, personal-info.html, academics.html, course-registration.html, view-classes.html",A,
Windows-Chrome-13571269382601925,74407,view_personal_info,1110,19/4/2025 15:40,26.449,6,https://cs4249-experiment-setup.vercel.app/personal-info.html?variant=login-a-home-a&participant_id=74407,"login-a.html, homepage-a.html, personal-info.html, contact-details.html",A,
Windows-Chrome-13571269382601925,74407,view_finance_info,1116,19/4/2025 15:40,30.534,5,https://cs4249-experiment-setup.vercel.app/manage-student-finance.html?variant=login-a-home-a&participant_id=74407,"login-a.html, homepage-a.html, financials.html, manage-student-finance.html",A,
