StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Q1,Q2,Q3,Q4,Q66,Q5,Q7,Q56,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count,Q57,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,Q48,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q50_7,Q59,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,Q95,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q61,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q68,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q67,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q69,Q89_First Click,Q89_Last Click,Q89_Page Submit,Q89_Click Count,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q71,Q90_First Click,Q90_Last Click,Q90_Page Submit,Q90_Click Count,Q70,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,Q72,Q92_First Click,Q92_Last Click,Q92_Page Submit,Q92_Click Count,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q78,Q6,Q6_6_TEXT,Q55,Q56,Q57,Random ID,timestamp,arrangement
2025-03-20 23:40:27,2025-03-20 23:40:59,1,,100,32,1,2025-03-20 23:41:00,R_93VTd060QsO5qVT,,,,,1.2968,103.8049,preview,EN,,1,1,1,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-21 15:48:25,2025-03-21 15:52:52,1,,100,266,1,2025-03-21 15:52:52,R_4NmkgETfDj4MTsB,,,,,1.3099,103.7631,preview,EN,,1,1,1,3,2,2,2,1,2,,,,,3,,,,,3,,,,,7,7,7,7,7,7,7,1,,,,,,,,,,1,,,,,6,6,6,6,6,6,6,1,,,,,2,,,,,2,,,,,6,6,6,6,6,6,6,2,,,,,1,,,,,3,,,,,6,6,6,6,6,6,6,,1,,j,j,j,,,2
2025-03-14 22:54:12,2025-03-14 22:54:30,0,111.65.61.57,76,18,0,2025-03-21 22:54:34,R_9CrRNr3w8hBnRSq,,,,,1.3319,103.8242,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2025-03-23 00:16:15,2025-03-23 00:49:14,1,,100,1978,1,2025-03-23 00:49:14,R_4QC2jR9y2Ov45yN,,,,,1.3267,103.8869,preview,EN,,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 03:41:47,2025-03-23 03:58:02,0,124.246.106.85,100,974,1,2025-03-23 03:58:03,R_4c6NRCRLDFuZPsV,,,,,1.3563,103.7542,anonymous,EN,,1,1,1,2,2,3,2,2,2,,,,,2,,,,,2,,,,,4,4,4,4,4,4,4,2,,,,,,,,,,3,,,,,7,7,7,7,7,7,7,1,,,,,2,,,,,1,,,,,6,6,6,6,6,6,6,1,,,,,2,,,,,2,,,,,4,4,4,4,4,4,4,,3,,test,est,test,,,2
2025-03-27 12:58:35,2025-03-27 15:50:31,0,103.26.220.163,100,10316,1,2025-03-27 15:50:32,R_4n5TiaY3UOxJ8uS,,,,,1.2872,103.8507,anonymous,EN,,1,1,1,1,1,3,2,3,2,,,,,1,,,,,1,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,2,,,,,1,,,,,1,,,,,1,1,1,1,1,1,1,2,,,,,2,,,,,1,,,,,1,1,1,1,1,1,1,,1,,all the trial links don't work,all the trial links don't work,all the trial links don't work,,,1
2025-03-23 04:08:52,2025-03-23 14:33:46,0,124.246.106.85,5,37494,0,2025-03-30 04:08:57,R_4hmc6zA33alpVus,,,,,1.3563,103.7542,anonymous,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23 15:20:44,2025-03-23 15:20:57,0,137.132.26.237,2,13,0,2025-03-30 15:20:51,R_9ARnBu0madPp3PL,,,,,1.3024,103.7857,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 16:40:00,2025-04-07 16:50:22,1,,100,621,1,2025-04-07 16:50:22,R_9p69MiB211jDROr,,,,,1.3236,103.7909,preview,EN,1,1,1,1,1,2,3,1,1,1,,,,,1,,,,,2,,,,,6,5,6,5,6,6,6,2,,,,,,,,,,1,,,,,6,5,6,5,6,5,6,2,,,,,2,,,,,1,,,,,5,5,5,5,5,5,5,2,,,,,2,,,,,2,,,,,5,5,5,5,5,5,5,1,1,,asdf,asdf,asdf,,,4
2025-04-07 17:24:29,2025-04-07 17:26:28,1,,100,118,1,2025-04-07 17:26:28,R_43o7jBqBDUoXCtb,,,,,1.3153,103.9143,preview,EN,1,1,1,1,2,2,3,1,3,1,,,,,2,,,,,1,,,,,6,5,5,5,5,6,6,1,,,,,,,,,,2,,,,,6,5,6,5,6,5,5,1,,,,,1,,,,,1,,,,,5,4,5,4,5,4,5,1,,,,,1,,,,,2,,,,,4,4,5,4,5,5,4,1,2,,none,none,none,,,3
2025-04-08 21:20:41,2025-04-08 21:22:47,1,,100,126,1,2025-04-08 21:22:47,R_4PTLoLRa6V2DgDg,,,,,1.3153,103.9143,preview,EN,1,1,1,1,1,2,3,1,3,1,1.125,1.125,3.308,1,2,1.023,1.023,2.197,1,2,0.979,0.979,2.285,1,6,5,5,5,6,5,6,1,1.457,1.457,6.902,1,,,,,,2,1.15,1.15,2.453,1,5,4,5,4,5,4,5,1,0.766,0.766,2.278,1,1,0.663,0.663,1.944,1,1,0.826,0.826,2.076,1,3,4,3,4,5,5,5,1,0.71,0.71,1.954,1,1,0.681,0.681,1.874,1,2,0.943,0.943,1.933,1,5,4,5,4,4,4,4,1,1,,nil,nil,nil,78465,,2
2025-04-08 21:25:35,2025-04-08 21:28:18,1,,100,162,1,2025-04-08 21:28:18,R_4fdaIRyNMonQwgN,,,,,1.3153,103.9143,preview,EN,1,1,1,1,1,2,3,1,3,1,1.077,1.077,2.119,1,1,0.785,0.785,2.238,1,1,0.73,0.73,1.8,1,1,2,3,3,4,4,5,1,0.781,0.781,1.965,1,,,,,,1,0.768,0.768,2.065,1,3,4,4,5,5,4,5,1,1.036,1.036,11.94,1,1,24.201,24.201,27.295,1,2,0.94,0.94,2.196,1,6,5,4,3,2,1,2,1,0.682,0.682,1.927,1,1,1.13,1.13,2.237,1,2,0.831,0.831,2.085,1,2,3,3,3,4,4,4,1,1,,tester,tester,tester,74133,,3
2025-04-09 20:44:11,2025-04-09 20:47:22,0,14.100.51.143,100,190,1,2025-04-09 20:47:22,R_9oGxQC7nPgy250y,,,,,1.3236,103.7909,anonymous,EN,0.699999988079071,1,1,1,1,2,3,1,1,1,0.801,0.801,2.49,1,1,3.227,3.227,4.009,1,2,0.688,0.688,2.43,1,7,7,7,7,7,7,7,3,1.917,1.917,3.951,1,,,,,,2,1.493,1.493,2.372,1,7,7,7,7,7,7,7,1,2.751,7.139,7.902,3,2,2.071,2.071,4.037,1,1,1.333,1.333,2.19,1,7,7,7,7,7,7,7,1,3.386,5.457,10.286,2,2,2.748,14.958,18.665,2,2,2.3,3.418,9.495,2,7,7,7,7,7,7,7,1,1,,nil,nil,nil,45867,,4
2025-04-12 22:06:00,2025-04-12 22:06:28,0,151.192.160.12,100,27,1,2025-04-12 22:06:29,R_4GCYqpidGgQTzKJ,,,,,1.3153,103.9143,anonymous,EN,1,1,1,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27708,,
2025-04-12 22:06:38,2025-04-12 22:26:40,0,151.192.160.12,100,1201,1,2025-04-12 22:26:40,R_9fBs7OCk6yxGFLJ,,,,,1.3153,103.9143,anonymous,EN,1,1,1,1,1,1,3,1,3,2,3.79,3.79,4.389,1,2,1.153,1.153,1.981,1,1,1.024,1.024,1.703,1,4,4,4,4,4,4,4,1,1.206,1.206,2.913,1,,,,,,2,8.652,55.46,56.316,2,7,7,7,7,7,7,7,1,0.922,0.922,1.566,1,1,0.556,0.556,1.119,1,1,0.49,0.49,1.172,1,3,2,3,3,4,5,3,1,0.593,0.593,1.235,1,1,0.379,0.379,0.979,1,2,0.645,1.241,1.537,2,5,5,5,5,4,5,4,2,1,,nil test,nil test,nil test,82702,,1
2025-04-12 22:26:44,2025-04-12 22:32:06,0,151.192.160.12,100,322,1,2025-04-12 22:32:07,R_97Pt3SBGpjQxr0H,,,,,1.3153,103.9143,anonymous,EN,1,1,1,1,1,2,3,1,3,1,1.386,6.095,6.88,2,2,0.748,3.151,4.133,2,2,0.899,2.841,3.647,2,1,2,3,4,4,5,6,3,1.24,31.209,31.982,2,3,7.123,20.094,22.893,4,1,0.818,0.818,1.752,1,5,3,4,3,4,4,3,2,0.762,3.614,4.321,2,2,0.376,3.063,3.655,2,2,0.852,2.666,3.266,2,2,2,3,3,4,5,5,1,2.337,7.542,8.247,2,2,1.29,2.762,5.396,2,1,0.732,2.652,5.168,2,3,3,4,3,4,4,5,1,2,,nil test,nil test,nil test,30332,,2
2025-04-12 22:32:13,2025-04-12 22:33:45,0,151.192.160.12,100,91,1,2025-04-12 22:33:45,R_9Rs93XzYHWCQPiu,,,,,1.3153,103.9143,anonymous,EN,1,1,1,1,1,1,3,2,2,1,0.889,0.889,2.437,1,2,0.701,0.701,2.239,1,1,0.515,0.515,1.321,1,3,3,4,4,4,4,4,2,1.507,1.507,3.8,1,2,1.192,3.666,4.536,2,3,0.588,0.588,1.18,1,3,1,3,5,5,5,4,1,0.665,0.665,1.713,1,1,0.417,0.417,1.211,1,1,0.423,0.423,1.069,1,5,5,4,4,4,4,5,1,0.665,0.665,1.4,1,1,0.494,0.494,1.121,1,1,0.452,0.452,1.023,1,3,3,4,3,4,4,5,1,2,,nil test,nil test,nil test,15423,,1
2025-04-12 22:53:42,2025-04-12 22:55:33,0,151.192.160.12,100,110,1,2025-04-12 22:55:33,R_4FlA5q4A4s6CZui,,,,,1.3153,103.9143,anonymous,EN,1,1,1,1,1,2,3,1,2,1,0.649,0.649,1.32,1,1,0.455,0.455,0.9,1,1,0.605,1.368,1.91,2,4,4,4,4,4,4,5,1,0.689,0.689,1.264,1,1,0.572,0.572,1.617,1,1,0.714,0.714,1.402,1,4,4,4,3,4,3,5,1,3.149,3.149,4.02,1,1,1.243,1.243,3.136,1,2,0.555,0.555,1.28,1,6,6,6,5,4,4,4,1,0.865,0.865,1.557,1,1,0.449,0.449,1.118,1,1,0.654,0.654,1.317,1,5,4,4,3,4,3,4,1,1,,nil test,nil test,nil test,75787,,3
2025-04-12 22:59:53,2025-04-12 23:01:17,0,151.192.160.12,100,84,1,2025-04-12 23:01:18,R_476XzEVPWOG4z9N,,,,,1.3153,103.9143,anonymous,EN,1,1,1,1,1,2,3,1,2,1,0.642,0.642,1.249,1,1,0.582,0.582,1.343,1,2,0.448,0.448,1.127,1,6,5,5,3,3,4,5,1,0.503,0.503,1.44,1,1,0.625,0.625,1.345,1,2,0.507,0.507,1.074,1,6,5,4,3,2,5,4,1,0.816,0.816,1.899,1,1,0.868,0.868,2.167,1,2,0.533,0.533,1.201,1,3,2,3,2,3,5,4,1,0.522,0.522,1.254,1,1,0.738,0.738,1.477,1,2,0.687,0.687,1.366,1,5,4,3,3,4,4,4,2,1,,nil test,nil test,nil test,23539,2025-04-12T23:00:21+08:00,3
2025-04-14 12:22:29,2025-04-14 12:37:56,0,138.75.115.88,100,926,1,2025-04-14 12:37:56,R_4dGIlBgbqgxz3No,,,,,1.3756,103.7685,anonymous,EN,1,1,1,1,2,2,3,2,3,2,3.33,42.164,44.941,2,1,45.431,45.431,46.151,1,2,19.348,19.348,19.94,1,6,6,6,6,6,6,6,3,9.931,36.303,43.342,2,2,36.625,36.625,37.3,1,2,4.68,52.381,63.632,3,7,7,6,6,6,3,5,1,4.101,87.89,90.549,3,2,27.219,46.96,48.186,2,1,4.619,42.583,43.346,2,6,6,6,6,6,5,6,1,1.439,20.855,21.42,4,2,5.17,18.506,19.129,2,2,12.153,33.255,33.833,2,6,6,6,4,6,6,6,1,5,,"i like the top nav bar. it is easier to toggle between the different pages, rather than the hidden nav bar. 

though I felt the side bar was similar to the current design. maybe the information architecture could be improved overall","some buttons dont work , 
e.g. the home button sometimes doesn't bring me back
e.g. the drop down button on the top left sometimes doesn't bring out the menu bar when I click it","not sure if my computer issue, but some time I have to click a button multiple times for it to work.",11096,2025-04-14T12:24:50+08:00,1
2025-04-08 12:14:07,2025-04-09 21:06:53,0,14.100.51.143,74,118365,0,2025-04-15 12:14:12,R_4EiNAWoTeBhghaE,,,,,1.3236,103.7909,anonymous,EN,1,1,1,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
2025-04-15 20:16:05,2025-04-15 20:54:52,0,137.132.26.210,100,2327,1,2025-04-15 20:54:53,R_9jWbHzaptt7ptew,,,,,1.3024,103.7857,anonymous,EN,0.800000011920929,1,1,1,2,3,3,1,2,2,12.865,42.134,43.664,2,1,17.189,17.189,17.942,1,2,42.641,42.641,44.038,1,4,2,2,2,1,2,4,3,10.838,49.088,51.287,2,3,26.667,28.635,28.995,2,1,2.349,36.11,36.571,3,4,4,2,2,6,6,1,1,4.047,95.077,103.445,6,2,7.986,42.335,58.792,4,1,49.183,49.183,51.381,1,6,6,2,2,2,7,1,1,7.084,44.836,46.251,2,2,37.448,37.448,43.097,1,2,1.315,56.867,57.678,2,6,6,3,3,1,1,4,2,1,,Fix the layout of the financials page. Fix the interactions (home button clickable) when in contact details. Make the buttons at the top go together with the overall layout (right now: a bit mismatched),The financials layout and the interactions in contact details,No,94531,2025-04-15T20:32:23+08:00,3
2025-04-15 22:22:35,2025-04-15 22:41:44,0,58.96.212.227,100,1148,1,2025-04-15 22:41:45,R_9CjqogT8bwG4580,,,,,1.2835,103.8376,anonymous,EN,1,1,1,1,3,2,3,2,2,2,5.612,33.817,35.229,2,1,21.227,21.227,22.114,1,2,29.378,47.251,47.676,3,2,2,2,2,2,4,2,3,10.82,29.31,30.272,7,3,39.334,42.645,43.699,2,1,52.192,52.192,61.3,1,7,7,7,7,7,7,7,3,27.324,27.324,28.191,1,2,17.198,17.198,18.265,1,1,29.762,29.762,30.797,1,2,2,6,6,6,6,6,1,22.432,42.701,51.958,4,2,37.963,37.963,39.986,1,2,41.847,41.847,42.855,1,7,7,7,3,3,3,3,1,1,,Not sure.,"no, i wish i didnt have to open a new tab every time and close it i guess","Nope, thanks!",70610,2025-04-15T22:26:27+08:00,2
2025-04-15 23:20:11,2025-04-15 23:55:59,0,103.6.151.219,100,2147,1,2025-04-15 23:56:00,R_9kL17GI2jB1NgdK,,,,,1.3357,103.9265,anonymous,EN,0.4000000059604645,1,1,1,3,3,3,2,3,2,41.008,43.631,44.415,2,1,20.231,20.231,21.493,1,2,20.197,20.197,21.222,1,6,5,5,5,5,5,5,3,27.378,29.948,30.825,3,3,24.321,25.782,26.194,2,1,62.14,73.63,74.585,3,6,6,3,4,5,3,3,1,23.534,23.946,25.322,2,2,16.095,16.095,19.85,1,1,66.214,66.214,67.095,1,5,5,7,7,5,5,5,1,25.421,25.421,26.081,1,2,9.251,9.251,11.282,1,2,57.382,57.382,58.183,1,6,6,5,5,5,4,3,1,1,,"'- Bigger text for the items instead of icons or more relevant icons
- Tweak the colour scheme","'- Link is broken can't go back to home page https://cs4249-experiment-setup.vercel.app/contact-details.html?variant=login-b-home-b&participant_id=68221 so I don't think I managed to save it as the instructions mentioned to click the home page after each trail to save progress
- Dropdown is not working too",NA,68221,2025-04-15T23:37:55+08:00,2
2025-04-09 19:16:44,2025-04-09 19:29:37,0,137.132.26.29,1,773,0,2025-04-16 19:16:45,R_9lVwRMnpzjpzWck,,,,,1.3024,103.7857,anonymous,EN,0.699999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34355,,
2025-04-09 20:34:39,2025-04-09 20:35:42,0,137.132.26.250,31,62,0,2025-04-16 20:34:46,R_4ocJ8AEPG98INhf,,,,,1.3024,103.7857,anonymous,EN,0.8999999761581421,1,1,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13175,,2
2025-04-09 20:42:27,2025-04-09 20:45:31,0,137.132.26.29,3,183,0,2025-04-16 20:42:30,R_9f6sut8NcZiSq7D,,,,,1.3024,103.7857,anonymous,EN,0.6000000238418579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17504,,
2025-04-10 10:15:15,2025-04-10 10:17:04,0,119.234.9.190,8,109,0,2025-04-17 10:15:22,R_4rHtZ8sHBErLd2N,,,,,1.3352,103.8529,anonymous,EN,0.8999999761581421,1,1,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59461,,
2025-04-18 20:24:06,2025-04-18 20:38:29,0,42.61.233.210,100,863,1,2025-04-18 20:38:30,R_9JYtw7vrZpSyBt7,,,,,1.3732,103.8431,anonymous,EN,1,1,1,1,1,2,3,2,2,2,1.111,24.62,26.079,2,1,6.363,14.989,16.124,2,2,7.681,21.451,32.367,2,6,5,5,5,5,5,5,3,4.049,19.818,20.448,2,3,4.459,26.628,29.817,4,1,7.935,22.203,22.934,2,6,6,6,6,6,6,6,1,3.542,21.885,29.344,2,2,7.881,30.566,30.885,3,1,6.432,37.04,43.922,2,6,6,6,6,6,6,6,1,1.175,19.081,20.645,2,2,4.925,20.832,21.909,2,2,25.304,62.626,63.523,2,7,7,5,5,5,5,5,1,1,,smaller text size for tiles for portal B/D,Cannot click home button on contacts page,no,47477,2025-04-18T20:28:43+08:00,3
2025-04-18 22:50:02,2025-04-18 23:06:19,0,119.74.104.192,100,976,1,2025-04-18 23:06:19,R_9NqeQxKTyxkULTE,,,,,1.3362,103.719,anonymous,EN,1,1,1,1,2,1,3,2,3,2,12.622,39.367,40.473,2,1,7.902,52.851,58.104,2,2,5.085,20.191,21.101,2,5,5,6,6,6,6,6,3,4.595,21.643,23.693,2,3,3.791,18.034,19.274,2,1,4.775,29.796,49.958,3,7,7,7,7,7,7,7,1,3.132,30.17,31.305,2,2,19.84,19.84,20.939,1,1,19.285,19.285,20.765,1,5,5,7,7,7,7,7,1,14.7,27.542,28.528,2,2,17.661,17.661,19.658,1,2,20.582,35.252,36.351,2,7,7,5,5,6,3,6,1,1,,The system is buggy the home button does not work sometimes when i am in the personal info page looking for my number.,Yes home button issues,Greatthat you were able to create a web app for this however giving all the links inthe start made me feel that i had to go through all of them before i started which would already create preconcieved notions hence bias.,51736,2025-04-18T22:56:10+08:00,1
2025-04-19 04:19:08,2025-04-19 04:28:59,0,137.132.26.188,100,590,1,2025-04-19 04:28:59,R_9DDDfs8SS5KlalX,,,,,1.3024,103.7857,anonymous,EN,1,1,1,1,2,2,3,2,3,2,1.615,21.155,21.975,2,1,4.968,15.629,16.418,2,2,4.838,17.967,18.745,2,6,6,6,6,6,6,6,3,1.798,25.783,26.509,2,2,7.535,24.159,25.003,2,1,1.884,26.625,27.462,2,6,6,4,3,4,5,5,1,4.615,32.684,38.999,2,2,10.755,60.668,61.698,3,1,5.168,47.247,50.517,2,5,5,5,5,5,5,5,1,8.157,28.245,28.971,2,2,4.422,12.641,42.853,2,2,4.435,20.756,21.453,2,6,6,6,6,6,6,6,1,3,,too many fields to choose from,nil,lesser fields (the square box thingy) orange as the login button is great,88314,2025-04-19T04:20:27+08:00,3
2025-04-19 15:32:00,2025-04-19 15:48:25,0,137.132.26.124,100,985,1,2025-04-19 15:48:26,R_9wqSibfB6fWPTvb,,,,,1.3024,103.7857,anonymous,EN,0.8999999761581421,1,1,1,1,3,3,1,3,2,1.641,26.595,27.252,2,1,9.214,35.037,35.941,2,2,6.446,34.83,35.354,3,6,6,7,7,6,6,6,3,33.829,68.416,69.22,2,3,8.415,85.53,86.486,11,1,22.704,71.948,73.109,3,7,7,5,6,5,5,6,1,17.254,64.253,64.885,4,2,5.628,22.628,23.346,2,1,7.346,17.814,18.428,2,6,5,4,5,6,6,6,1,43.53,72.226,72.99,2,2,9.206,30.808,31.448,2,2,4.066,19.811,20.422,2,7,7,7,6,7,6,7,2,1,,No,No,No,74407,2025-04-19T15:34:09+08:00,2
2025-04-12 16:26:23,2025-04-12 17:52:14,0,115.66.120.77,75,5151,0,2025-04-19 16:26:27,R_4D0TCM3y1It0aEF,,,,,1.4366,103.7795,anonymous,EN,0.6000000238418579,1,1,1,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70972,,4
2025-04-12 16:31:15,2025-04-13 09:54:28,0,137.132.26.76,1,62593,0,2025-04-19 16:31:20,R_9msLSMSZ7yjG7h1,,,,,1.3024,103.7857,anonymous,EN,0.4000000059604645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11221,,
2025-04-19 17:27:22,2025-04-19 17:38:59,0,138.75.123.43,100,697,1,2025-04-19 17:39:00,R_9EoRCYidx32kazB,,,,,1.3756,103.7685,anonymous,EN,1,1,1,1,2,2,1,2,3,2,2.556,20.173,21.811,6,1,1.591,61.629,62.542,4,2,5.427,26.311,27.065,13,5,2,1,2,1,2,2,3,2.812,24.728,25.781,10,3,1.679,19.493,20.634,4,1,0.891,26.609,27.603,2,7,7,7,6,6,7,6,1,5.903,37.637,41.302,12,2,6.718,44.572,45.371,8,1,5.648,35.083,64.136,5,5,6,6,6,6,2,2,1,6.283,31.941,32.981,5,2,1.25,24.501,25.427,7,2,1.162,20.361,21.151,12,7,6,2,2,3,2,2,2,1,,no,I'm taking 4249 so I have known the answers of some questions,NO,23083,2025-04-19T17:28:16+08:00,3
2025-04-12 21:18:17,2025-04-12 21:47:55,0,115.66.237.61,55,1778,0,2025-04-19 21:18:20,R_4NOB1bp0QFqX4Zj,,,,,1.3352,103.8529,anonymous,EN,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.922,2.552,4.427,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24747,,3
2025-04-20 00:53:27,2025-04-20 01:07:50,0,219.74.67.47,100,862,1,2025-04-20 01:07:50,R_92YnYDeW6Q7pgIE,,,,,1.3563,103.7542,anonymous,EN,1,1,1,1,1,2,3,2,3,2,3.102,19.081,19.753,2,1,6.593,6.593,7.85,1,2,10.078,10.706,13.4,2,7,7,7,6,6,6,6,3,0.736,16.743,17.616,3,3,11.363,11.363,11.941,1,1,18.857,18.857,20.762,1,7,7,7,7,7,7,7,1,11.151,36.25,39.639,2,2,17.428,17.428,20.642,1,1,25.531,25.531,31.79,1,7,7,7,7,6,7,6,1,2.868,22.493,23.553,2,2,11.213,11.213,13.976,1,2,23.989,23.989,24.715,1,7,7,7,6,6,6,6,1,1,,"Having the tabs at the top, e.g. 'my info' really helps to find personal info","the home button did not work when in some pages, e.g. when looking at contact details",nil,77207,2025-04-20T01:00:48+08:00,3
2025-04-20 02:12:05,2025-04-20 02:24:09,0,116.14.1.214,100,723,1,2025-04-20 02:24:09,R_4MK9MJfwfg9RGjN,,,,,1.2872,103.8507,anonymous,EN,1,1,1,1,1,1,3,2,2,2,4.565,23.314,23.944,2,1,5.534,14.148,17.541,2,2,5.753,20.384,21.118,2,6,6,5,5,4,4,4,3,3.295,28.995,29.399,4,3,8.62,52.625,53.369,3,1,7.029,35.059,36.027,2,6,6,2,2,3,2,2,1,3.491,47.311,48.482,4,2,6.515,31.628,35.78,2,1,1.501,19.404,20.042,3,6,6,6,6,5,6,5,1,2.992,22.336,23.015,2,2,6.474,19.727,24.361,2,2,3.199,26.08,26.685,2,6,6,6,6,5,5,5,1,1,,Better categorisation or arrangement of buttons,There was one question that asked about miscellaneous student fees but wasn't specific about whether it was for student services or health services,More detailed instructions for user tasks,27484,2025-04-20T02:14:17+08:00,2
2025-04-20 15:48:16,2025-04-20 16:14:14,0,14.100.127.219,100,1558,1,2025-04-20 16:14:15,R_9dRCDaR7EZGm3h8,,,,,1.3236,103.7909,anonymous,EN,1,1,1,1,3,3,1,2,2,2,2.999,35.371,37.102,2,1,6.413,29.335,30.444,2,2,3.339,41.651,43.332,2,3,3,6,6,6,6,6,3,2.473,52.726,53.813,3,3,3.341,55.2,56.398,2,1,4.122,43.785,44.849,2,6,6,3,3,3,3,3,1,30.986,78.843,79.797,3,2,12.76,364.361,365.302,10,1,49.121,144.771,147.36,7,6,6,3,3,3,3,3,1,2.824,86.858,88.233,2,2,4.65,37.609,39.695,2,2,15.417,48.901,50.419,2,6,6,6,6,6,6,6,2,1,,No.,No.,No.,52320,2025-04-20T15:51:28+08:00,3
2025-04-20 17:12:38,2025-04-20 18:13:40,0,137.132.26.10,100,3662,1,2025-04-20 18:13:41,R_40qJEfXiMlkgrJZ,,,,,1.3024,103.7857,anonymous,EN,1,1,1,1,1,1,3,2,3,2,2.802,22.886,23.773,2,1,28.205,28.205,29.029,1,2,3.129,3.129,3.936,1,3,3,6,6,6,6,6,3,1.836,24.958,25.741,2,3,28.182,28.182,29.028,1,1,37.973,37.973,39.033,1,7,7,7,7,7,7,7,1,22.357,22.357,23.272,1,2,15.064,15.064,15.764,1,1,50.241,50.241,54.558,1,6,6,6,6,6,6,6,2,33.925,33.925,34.88,1,2,29.642,30.084,30.902,2,2,4.127,56.49,57.421,2,6,6,6,6,6,6,6,3,1,,None,None,None,23773,2025-04-20T18:06:05+08:00,4
2025-04-20 19:07:11,2025-04-20 19:23:32,0,119.74.185.217,100,980,1,2025-04-20 19:23:32,R_41mOOQ4WwAHL5It,,,,,1.4263,103.8393,anonymous,EN,1,1,1,1,1,1,3,2,3,2,1.906,25.381,32.243,2,1,1.203,13.669,14.313,3,2,2.59,22.69,23.117,3,6,6,6,6,6,6,6,3,1.959,27.576,28.256,2,3,16.255,16.255,17.996,1,1,10.936,32.528,33.307,2,7,7,7,7,7,7,7,1,5.301,30.114,34.816,2,2,23.833,23.833,24.555,1,1,15.491,15.491,16.718,1,6,6,7,7,7,7,7,1,12.424,45.072,46.084,2,2,25.898,31.161,42.155,2,2,2.138,38.554,39.516,3,6,6,6,6,6,6,6,1,1,,NIL,NIL,NIL,86306,2025-04-20T19:14:14+08:00,4
2025-04-14 14:49:53,2025-04-15 23:20:09,0,103.6.151.219,54,117015,0,2025-04-21 14:49:54,R_495I2TShPugiZu3,,,,,1.3357,103.9265,anonymous,EN,0.8999999761581421,1,1,1,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.917,35.13,36.815,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46402,2025-04-14T14:51:17+08:00,3
